نام موسسه,عنوان دوره,مبلغ دوره,بازه سنی,مقطع تحصیلی
"آموزش رباتیک صدرا 20 درصد     (شماره تماس : 03134416200)
آدرس : چهارراه رزمندگان-خیابان اصفهان ویلا ساختمان اداری ویلا",نرم افزار آلتیوم دیزاینر,5200000 تومان,15-16-17-18,متوسطه 2(15 تا 18 سال)
"آموزش رباتیک صدرا 20 درصد     (شماره تماس : 03134416200)
آدرس : چهارراه رزمندگان-خیابان اصفهان ویلا ساختمان اداری ویلا",سالیدورک,5700000 تومان,15-16-17-18,متوسطه 2(15 تا 18 سال)
"شهرک مشاغل
آدرس : سیتی سنتر سپاهان شهر",_,قیمت موجود نیست,4-5-6-,پیش دبستانی(5 سال یا کمتر)
"موسسه تیزفکری      (شماره تماس : 03136631001-2)
آدرس : خیابان احمدآباد کوچه19 پلاک9",کودک توانمند,3500000 تومان,4-5-6-,پیش دبستانی(5 سال یا کمتر)
"موسسه تیزفکری      (شماره تماس : 03136631001-2)
آدرس : خیابان احمدآباد کوچه19 پلاک9",کودک توانمند,5500000 تومان,6-7-8-9,دبستان1(6 تا 9 سال)
"موسسه تیزفکری      (شماره تماس : 03136631001-2)
آدرس : خیابان احمدآباد کوچه19 پلاک9",کودک توانمند,5500000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"موسسه تیزفکری      (شماره تماس : 03136631001-2)
آدرس : خیابان احمدآباد کوچه19 پلاک9",کارگاه کارآگاهی,3500000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"موسسه تیزفکری      (شماره تماس : 03136631001-2)
آدرس : خیابان احمدآباد کوچه19 پلاک9",تفکر طراحی,1300000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"موسسه تیزفکری      (شماره تماس : 03136631001-2)
آدرس : خیابان احمدآباد کوچه19 پلاک9",کارگاه کارآگاهی,1600000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"موسسه تیزفکری      (شماره تماس : 03136631001-2)
آدرس : خیابان احمدآباد کوچه19 پلاک9",کارگاه کارآگاهی,1600000 تومان,15-16-17-18,متوسطه 2(15 تا 18 سال)
"موسسه تیزفکری      (شماره تماس : 03136631001-2)
آدرس : خیابان احمدآباد کوچه19 پلاک9",تکان دهنده,1300000 تومان,15-16-17-18,متوسطه 2(15 تا 18 سال)
"موسسه تیزفکری      (شماره تماس : 03136631001-2)
آدرس : خیابان احمدآباد کوچه19 پلاک9",تفکر نقادانه,3500000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",تئاتر,430000 تومان,4-5-6-,پیش دبستانی(5 سال یا کمتر)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",بسته های آموزشی ویژه کودک,580000 تومان,4-5-6-,پیش دبستانی(5 سال یا کمتر)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",کاردستی کودک، مهارتهای زندگی,362000 تومان,4-5-6-,پیش دبستانی(5 سال یا کمتر)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",خلاقیت، مهارت های تفکر,400000 تومان,4-5-6-,پیش دبستانی(5 سال یا کمتر)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",تئاتر,430000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",فن بیان,580000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",تئاتر,430000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",فن بیان,580000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",طراحی مقدماتی,600000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",تکواندو، کاراته، نینجا، دفاع شخصی، کیک بوکسینگ,472000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",شطرنج,550000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",فن بیان,430000 تومان,15-16-17-18,متوسطه 2(15 تا 18 سال)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",طراحی پیشرفته,600000 تومان,15-16-17-18,متوسطه 2(15 تا 18 سال)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",تکواندو، کاراته، نینجا، دفاع شخصی، کیک بوکسینگ,472000 تومان,15-16-17-18,متوسطه 2(15 تا 18 سال)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",شطرنج پیشرفته,550000 تومان,15-16-17-18,متوسطه 2(15 تا 18 سال)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",شطرنج,440000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",تاب آوری، آشنایی با تیپ های شخصیتی، حل مسئله، تصمیم گیری موثر,72000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",تکواندو، کاراته، نینجا، دفاع شخصی، کیک بوکسینگ,550000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"سازمان فرهنگی شهرداری (سایر دوره ها new.sharvandedu.ir)    (شماره تماس : 03132658577)
آدرس : در اکثر نقاط شهرستان",ایروبیک، پیلاتس، آمادگی جسمانی، ژیمناستیک، فیتنس، یوگا,550000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940)
آدرس : خیابان هشت بهشت غربی نبش کوچه 25",سازه ماکارونی,1900000 تومان,6-7-8-9,دبستان1(6 تا 9 سال)
"مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940)
آدرس : خیابان هشت بهشت غربی نبش کوچه 25",رباتیک (برنامه نویسی),1900000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940)
آدرس : خیابان هشت بهشت غربی نبش کوچه 25",سازه ماکارونی,1900000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940)
آدرس : خیابان هشت بهشت غربی نبش کوچه 25",رباتیک (برنامه نویسی),1900000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940)
آدرس : خیابان هشت بهشت غربی نبش کوچه 25",سازه ماکارونی,1900000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940)
آدرس : خیابان هشت بهشت غربی نبش کوچه 25",ابزارهای هوش مصنوعی,1200000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940)
آدرس : خیابان هشت بهشت غربی نبش کوچه 25",رباتیک (برنامه نویسی),1900000 تومان,15-16-17-18,متوسطه 2(15 تا 18 سال)
"مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940)
آدرس : خیابان هشت بهشت غربی نبش کوچه 25",سازه ماکارونی,1900000 تومان,15-16-17-18,متوسطه 2(15 تا 18 سال)
"مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940)
آدرس : خیابان هشت بهشت غربی نبش کوچه 25",ابزارهای هوش مصنوعی,1200000 تومان,15-16-17-18,متوسطه 2(15 تا 18 سال)
"مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940)
آدرس : خیابان هشت بهشت غربی نبش کوچه 25",رباتیک (برنامه نویسی),1900000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940)
آدرس : خیابان هشت بهشت غربی نبش کوچه 25",سازه ماکارونی,1900000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"مجموعه آموزشی ستاک     (شماره تماس : 09138236008-09131252940)
آدرس : خیابان هشت بهشت غربی نبش کوچه 25",ابزارهای هوش مصنوعی,1200000 تومان,19-...,بزرگسالان ( فرزندان-18 سال به بالا)
"شرکت مانا       (شماره تماس : 09132000818)
آدرس شعب در فایل پیوست",کارگاه ارگونومی و حرکات اصلاحی,500000 تومان,4-5-6-,پیش دبستانی(5 سال یا کمتر)
"شرکت مانا       (شماره تماس : 09132000818)
آدرس شعب در فایل پیوست",آموزش شنا,1500000 تومان,6-7-8-9,دبستان1(6 تا 9 سال)
"شرکت مانا       (شماره تماس : 09132000818)
آدرس شعب در فایل پیوست",دارت، فوتبال دستی,2500000 تومان,6-7-8-9,دبستان1(6 تا 9 سال)
"شرکت مانا       (شماره تماس : 09132000818)
آدرس شعب در فایل پیوست",آموزش هندبال ، بدمینتون,600000 تومان,6-7-8-9,دبستان1(6 تا 9 سال)
"شرکت مانا       (شماره تماس : 09132000818)
آدرس شعب در فایل پیوست",کارگاه ارگونومی و حرکات اصلاحی,900000 تومان,6-7-8-9,دبستان1(6 تا 9 سال)
"شرکت مانا       (شماره تماس : 09132000818)
آدرس شعب در فایل پیوست",آموزش شنا,1500000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"شرکت مانا       (شماره تماس : 09132000818)
آدرس شعب در فایل پیوست",دارت، فوتبال دستی,2500000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"شرکت مانا       (شماره تماس : 09132000818)
آدرس شعب در فایل پیوست",آموزش هندبال ، بدمینتون,600000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"شرکت مانا       (شماره تماس : 09132000818)
آدرس شعب در فایل پیوست",کارگاه ارگونومی و حرکات اصلاحی,900000 تومان,9-10-11-12,دبستان 2(9 تا 12 سال)
"شرکت مانا       (شماره تماس : 09132000818)
آدرس شعب در فایل پیوست",آموزش شنا,1500000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"شرکت مانا       (شماره تماس : 09132000818)
آدرس شعب در فایل پیوست",دارت، فوتبال دستی,2500000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"شرکت مانا       (شماره تماس : 09132000818)
آدرس شعب در فایل پیوست",آموزش هندبال ، بدمینتون,600000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"شرکت مانا       (شماره تماس : 09132000818)
آدرس شعب در فایل پیوست",کارگاه ارگونومی و حرکات اصلاحی,900000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
